timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30,age_n,mar_n,sex_n,chi_n,ucbs,ist,urb_n,edu_n,med_n,wor_n,sec_n,occ_n,foc_n,hom_n,iin_n,hin_n,srh_n,sto_n,chr_n,cov_n,int_n,dan_n,gov_n,hyg_n,cre_n,sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,surA,surAD,sur21_n,sur22_n,sur23_n,sur24_n,sur25_n,sur26_n,sur27_n,sur28_n,sur29_n,sur30_n,surB,surBD
05/07/2020 23:38,5,7,2020,23:38:46,29,Single,Female,I have no children.,ANKARA,Urban,"Postgraduate Education (Master's, Doctorate)",Graduate,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,6000 - 12000,6000 - 12000,Good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Increased,Increased,Yes,Yes,No,No,Yes,Moderate,Low,Low,,Low,Low,Moderate,,Moderate,,Moderate,Low,,,Low,Low,Moderate,Low,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Very slightly or not at all,Very slightly or not at all,Moderately,2,1,2,1,1,2,2,6.0,5.0,8,4,2,2,2.0,4,4,4,1,0,0,2,1,3,1,2,3,2,2,0,2,2,3,0,3,0,3,2,0,0,2,2,3,2,2,2,35,1,0,0,0,0,1,1,1,0,0,2,5,1
05/08/2020 18:53,5,8,2020,18:53:30,33,Married,Man,I have a child/children in the 0-1 age range.,KARS,Urban,Graduate,Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,6000 - 12000,6000 - 12000,Very good,"Yes, I think","No, I don't think",Increased,Increased,Increased,Yes,Yes,No,No,No,Moderate,Moderate,,,Moderate,,Low,Low,Low,Low,Low,,,,Low,Low,Low,,Low,Low,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Quite a bit,2,2,1,3,2,2,2,5.0,1.0,8,7,0,9,2.0,4,4,5,1,0,0,2,2,4,2,2,3,3,0,0,3,0,2,2,2,2,2,0,0,0,2,2,2,0,2,2,29,1,3,2,3,2,3,2,2,2,2,3,24,0
05/08/2020 19:03,5,8,2020,19:03:53,38,Married,Man,"I have a child/children in the 0-1 age range., I have a child/children in the 6-13 age range.",KARS,Urban,Graduate,Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Yes,6000 - 12000,3000 - 6000,Good,"No, I don't think",I definitely don't think so,Same,Same,Increased,No,No,No,No,No,Moderate,Moderate,,,Low,Low,,Low,,Moderate,Moderate,Low,Moderate,,Low,Low,,,Low,Low,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,3,2,1,0,2,2,2,5.0,1.0,8,7,0,3,1.0,4,3,4,0,0,0,2,4,5,3,3,3,3,0,0,2,2,0,2,0,3,3,2,3,0,2,2,0,0,2,2,31,1,2,2,2,2,2,2,2,2,2,2,20,0
05/08/2020 19:05,5,8,2020,19:05:05,29,Married,Female,I have a child/children in the 0-1 age range.,KARS,Urban,"Postgraduate Education (Master's, Doctorate)",Graduate,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,6000 - 12000,6000 - 12000,Good,"No, I don't think","No, I don't think",Increased a lot,Same,Increased,Yes,Yes,Yes,No,No,Low,Moderate,,Low,Low,,Low,Low,,Moderate,High,,,,Low,Moderate,Low,,Low,Moderate,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,A little,Moderately,A little,2,2,2,3,2,2,2,6.0,5.0,8,4,2,2,2.0,4,4,4,1,1,0,2,4,4,1,3,2,3,0,2,2,0,2,2,0,3,4,0,0,0,2,3,2,0,2,3,32,1,1,1,0,0,1,1,1,1,2,1,9,1
05/08/2020 19:07,5,8,2020,19:07:09,30,Single,Man,I have no children.,KARS,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Skilled agricultural, forestry and aquaculture workers",No,3000 - 6000,3000 - 6000,Very good,I definitely think so,"Yes, I think",Increased,Increased,Decreased,Yes,No,No,No,No,,Low,,Moderate,,,Moderate,,Moderate,,,Moderate,,,,,Moderate,Moderate,,,Quite a bit,Very slightly or not at all,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,A little,Quite a bit,2,1,1,1,2,2,2,4.0,4.0,8,7,0,6,2.0,3,3,5,0,0,0,4,1,2,2,2,0,2,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,3,0,0,20,1,3,0,2,3,3,2,3,3,1,3,23,0
05/08/2020 19:10,5,8,2020,19:10:47,42,Married,Man,"I have a child/children in the 6-13 age range., I have a child/children in the 13-18 age range.",KARS,Urban,Graduate,Primary school,Full-time employee,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",,6000 - 12000,6000 - 12000,Very good,"No, I don't think",I definitely think so,Increased,Increased,Increased,Yes,No,Yes,No,No,High,High,,,High,,,High,,High,High,,,,High,High,,,High,High,Quite a bit,Quite a bit,Quite a bit,Moderately,Extremely,Extremely,Quite a bit,Extremely,Moderately,Quite a bit,3,2,1,0,2,2,2,5.0,1.0,8,7,3,3,,4,4,5,0,1,0,2,4,1,2,2,4,4,0,0,4,0,0,4,0,4,4,0,0,0,4,4,0,0,4,4,40,1,3,3,3,2,4,4,3,4,2,3,31,0
05/08/2020 19:19,5,8,2020,19:19:40,38,Married,Man,I have a child/children in the 2-6 age range.,KARS,Urban,Graduate,Middle School,Full-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,6000 - 12000,6000 - 12000,Very good,I definitely think so,I definitely think so,Increased a lot,Increased a lot,Increased a lot,Yes,No,Yes,No,Yes,Low,Low,Moderate,Low,Low,Moderate,,,Low,,Low,Moderate,Moderate,Moderate,,,Low,,,,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Extremely,A little,Very slightly or not at all,3,2,1,4,2,2,2,5.0,2.0,8,6,0,2,2.0,4,4,5,0,1,0,1,1,1,1,1,2,2,3,2,2,3,0,0,2,0,2,3,3,3,0,0,2,0,0,0,29,1,0,0,2,0,0,0,4,4,1,0,11,1
05/08/2020 19:25,5,8,2020,19:25:12,25,Single,Man,I have no children.,KARS,Urban,Graduate,Middle School,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,3000 - 6000,3000 - 6000,Kötü,I definitely think so,"Yes, I think",Increased a lot,Decreased a lot,Increased a lot,Yes,No,Yes,No,No,Low,,Moderate,Low,,Moderate,Low,,Moderate,,Moderate,,Low,Low,,Low,Low,,Low,Low,Extremely,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Extremely,Extremely,Extremely,Very slightly or not at all,Extremely,2,1,1,1,2,2,2,5.0,2.0,8,7,0,7,2.0,3,3,0,0,1,0,1,1,2,1,5,2,0,3,2,0,3,2,0,3,0,3,0,2,2,0,2,2,0,2,2,30,1,4,0,0,1,0,4,4,4,0,4,21,0
05/08/2020 19:36,5,8,2020,19:36:25,35,Married,Man,I have a child/children in the 2-6 age range.,İSTANBUL,Urban,Graduate,Graduate,Self-employed,Other,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Yes,12000 - 24000,12000 - 24000,Very good,"Yes, I think",I definitely don't think so,Increased,Increased,Increased,Yes,Yes,Yes,No,No,High,Moderate,Low,,Moderate,Low,Low,Low,,High,High,,,,Moderate,High,,,Moderate,High,A little,A little,A little,A little,Very slightly or not at all,Moderately,A little,A little,Quite a bit,A little,3,2,1,4,2,2,2,5.0,5.0,9,7,1,2,1.0,5,5,5,1,1,0,2,2,5,2,2,4,3,2,0,3,2,2,2,0,4,4,0,0,0,3,4,0,0,3,4,40,1,1,1,1,1,0,2,1,1,3,1,12,1
05/08/2020 19:55,5,8,2020,19:55:51,31,Married,Man,"I have a child/children in the 0-1 age range., I have a child/children in the 6-13 age range.",KARS,Urban,Two-year degree or equivalent,Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)",No,6000 - 12000,3000 - 6000,Very good,I don't know; I'm uncertain,"Yes, I think",Increased,Increased,Increased,Yes,No,No,No,Yes,High,High,,Low,Moderate,,,Low,,High,High,,,,High,High,,Moderate,Moderate,High,A little,Very slightly or not at all,A little,A little,Quite a bit,Moderately,A little,A little,Moderately,A little,2,2,1,0,2,2,2,4.0,1.0,8,7,0,0,2.0,4,3,5,0,0,0,2,3,2,2,2,4,4,0,2,3,0,0,2,0,4,4,0,0,0,4,4,0,3,3,4,41,1,1,0,1,1,3,2,1,1,2,1,13,1
05/08/2020 20:15,5,8,2020,20:15:21,29,Married,Female,I have a child/children in the 0-1 age range.,KARS,Urban,"Postgraduate Education (Master's, Doctorate)",Graduate,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,6000 - 12000,6000 - 12000,Good,"No, I don't think","No, I don't think",Increased a lot,Same,Increased,Yes,Yes,Yes,No,No,Low,Moderate,,Low,Low,,Low,Low,,Moderate,High,,,,Low,Moderate,Low,,Low,Moderate,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,A little,Moderately,A little,2,2,2,3,2,2,2,6.0,5.0,8,4,2,2,2.0,4,4,4,1,1,0,2,4,4,1,3,2,3,0,2,2,0,2,2,0,3,4,0,0,0,2,3,2,0,2,3,32,1,1,1,0,0,1,1,1,1,2,1,9,1
05/08/2020 20:17,5,8,2020,20:17:23,26,Single,Female,I have no children.,TRABZON,Urban,Two-year degree or equivalent,Primary school,Unemployed,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Yes,1500 - 3000,3000 - 6000,Very good,I definitely think so,"No, I don't think",Increased,Increased,Increased,Yes,No,Yes,No,No,Moderate,Moderate,,,Low,,Low,Moderate,Moderate,Moderate,Moderate,,,,,,Low,,,Low,A little,A little,Quite a bit,Moderately,Moderately,Quite a bit,A little,A little,A little,A little,2,1,2,1,2,2,2,4.0,1.0,1,4,3,4,1.0,2,3,5,0,1,0,2,1,4,2,2,3,3,0,0,2,0,2,3,3,3,3,0,0,0,0,0,2,0,0,2,26,1,1,1,3,2,2,3,1,1,1,1,16,1
05/08/2020 22:02,5,8,2020,22:02:41,34,Married,Man,I have a child/children in the 2-6 age range.,KARS,Urban,Graduate,,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,6000 - 12000,6000 - 12000,Neither good nor bad,I don't know; I'm uncertain,"Yes, I think",Increased a lot,Increased a lot,Increased a lot,Yes,Yes,No,No,No,Low,,Low,,Low,Low,High,,High,,High,Low,Low,Low,Low,Low,,,,,Extremely,A little,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,2,2,1,4,2,2,2,5.0,,8,7,0,9,2.0,4,4,3,1,0,0,1,3,2,1,1,2,0,2,0,2,2,4,0,4,0,4,2,2,2,2,2,0,0,0,0,30,1,4,1,4,4,4,4,4,4,4,4,37,0
05/09/2020 00:28,5,9,2020,00:28:26,29,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,Primary school,Unemployed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Good,I don't know; I'm uncertain,"Yes, I think",Increased,Decreased,Increased,Yes,Yes,No,No,No,Low,Low,Low,,Low,Low,Low,,Low,,Moderate,Low,Low,Moderate,,,Low,Moderate,,,Quite a bit,A little,Moderately,Moderately,Moderately,A little,Moderately,Quite a bit,A little,Quite a bit,2,1,1,1,2,2,2,5.0,1.0,1,6,2,9,2.0,3,3,4,1,0,0,2,3,2,2,4,2,2,2,0,2,2,2,0,2,0,3,2,2,3,0,0,2,3,0,0,29,1,3,1,2,2,2,1,2,3,1,3,20,0
05/09/2020 12:26,5,9,2020,12:26:50,23,Single,Female,I have no children.,ELAZIĞ,Rural,Graduate,Graduate,Unemployed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",,1500 - 3000,1500 - 3000,Good,"Yes, I think","Yes, I think",Same,Same,Decreased,Yes,Yes,No,No,No,Low,Low,,,Low,Low,Low,Low,Low,,Low,,,,Low,Low,,,,Low,Moderately,Quite a bit,Quite a bit,Moderately,A little,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,2,1,2,1,2,2,1,5.0,5.0,1,6,2,9,,2,2,4,1,0,0,4,2,2,3,3,2,2,0,0,2,2,2,2,2,0,2,0,0,0,2,2,0,0,0,2,22,1,2,3,3,2,1,3,3,2,2,3,24,0
05/09/2020 15:52,5,9,2020,15:52:47,32,Married,Man,I have no children.,KOCAELİ,Urban,Graduate,Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,6000 - 12000,6000 - 12000,Very good,"Yes, I think",I don't know; I'm uncertain,Increased a lot,Increased,Increased,Yes,No,No,No,No,High,Moderate,,,Moderate,,Moderate,Moderate,Low,Moderate,Moderate,,,,Moderate,Moderate,Low,,Low,Moderate,Extremely,A little,Very slightly or not at all,A little,Moderately,A little,Moderately,Quite a bit,Very slightly or not at all,Moderately,2,2,1,1,2,2,2,5.0,1.0,8,7,0,9,1.0,4,4,5,0,0,0,2,2,3,1,2,4,3,0,0,3,0,3,3,2,3,3,0,0,0,3,3,2,0,2,3,37,1,4,1,0,1,2,1,2,3,0,2,16,1
