timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30,age_n,mar_n,sex_n,chi_n,ucbs,ist,urb_n,edu_n,med_n,wor_n,sec_n,occ_n,foc_n,hom_n,iin_n,hin_n,srh_n,sto_n,chr_n,cov_n,int_n,dan_n,gov_n,hyg_n,cre_n,sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,surA,surAD,sur21_n,sur22_n,sur23_n,sur24_n,sur25_n,sur26_n,sur27_n,sur28_n,sur29_n,sur30_n,surB,surBD
11/16/2020 13:39:20,11,16,2020,13:39:20,26,Single,Female,I have no children.,ANTALYA,Urban,"Postgraduate Education (Master's, Doctorate)",Graduate,Full-time employee,Construction,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Skilled agricultural, forestry and aquaculture workers",No,3000 - 6000,1500 - 3000,Good,I definitely think so,I definitely don't think so,Increased a lot,Increased a lot,Increased a lot,Yes,No,Yes,No,No,,,High,,,High,High,,High,,High,High,High,High,,Low,High,Low,,,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,2,1,2,1,2,2,2,6.0,5.0,8,2,5,6,2.0,3,2,4,0,1,0,1,1,5,1,1,0,0,4,0,0,4,4,0,4,0,4,4,4,4,0,2,4,2,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1
11/16/2020 13:39:21,11,16,2020,13:39:21,21,Single,Man,I have no children.,ESKİŞEHİR,Urban,Graduate,Graduate,Full-time employee,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",No,1500 - 3000,0 - 1500,Neither good nor bad,"Yes, I think",I definitely don't think so,Increased a lot,Decreased a lot,Decreased a lot,No,No,Yes,Yes,No,Low,Low,,Moderate,Low,Low,,,Moderate,Low,Moderate,Low,,Low,,Low,Moderate,Low,,Low,A little,A little,Moderately,A little,Quite a bit,Moderately,A little,Moderately,Moderately,Moderately,2,1,1,1,2,2,2,5.0,5.0,8,7,5,4,2.0,2,1,3,0,1,1,5,2,5,1,5,2,2,0,3,2,2,0,0,3,2,3,2,0,2,0,2,3,2,0,2,32,1,1,1,2,1,3,2,1,2,2,2,17,0
11/16/2020 13:39:32,11,16,2020,13:39:32,26,Divorced,Female,I have no children.,İSTANBUL,Urban,High school,Primary school,On unpaid leave after the Covid-19 crisis,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased,Increased a lot,Increased,Yes,No,Yes,No,No,,Low,Moderate,,,High,Low,,High,,High,High,,Low,,,,,,,A little,A little,Moderately,Very slightly or not at all,Extremely,Very slightly or not at all,Moderately,A little,A little,Very slightly or not at all,2,3,2,1,2,2,2,3.0,1.0,3,6,4,7,3.0,2,3,3,0,1,0,2,1,5,2,1,0,2,3,0,0,4,2,0,4,0,4,4,0,2,0,0,0,0,0,0,25,1,1,1,2,0,4,0,2,1,1,0,12,1
11/16/2020 13:39:36,11,16,2020,13:39:36,30,Married,Man,I have a child/children in the 2-6 age range.,ANTALYA,Rural,"Postgraduate Education (Master's, Doctorate)","Postgraduate Education (Master's, Doctorate)",Full-time employee,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,3000 - 6000,3000 - 6000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased a lot,Increased a lot,Increased a lot,Yes,No,Yes,No,No,Low,,Low,Moderate,,Moderate,Moderate,,Moderate,,Low,Moderate,Moderate,Moderate,,,Moderate,,,,Extremely,Moderately,Moderately,Moderately,Very slightly or not at all,Moderately,Extremely,Extremely,Moderately,Extremely,2,2,1,4,2,2,1,6.0,6.0,8,4,3,1,2.0,3,3,3,0,1,0,1,1,5,1,1,2,0,2,3,0,3,3,0,3,0,2,3,3,3,0,0,3,0,0,0,30,1,4,2,2,2,0,2,4,4,2,4,26,0
11/16/2020 13:39:44,11,16,2020,13:39:44,21,Single,Female,I have no children.,İZMİR,Urban,Graduate,Primary school,Part-time employee,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Skilled agricultural, forestry and aquaculture workers",No,1500 - 3000,3000 - 6000,Very good,I definitely think so,I definitely don't think so,Increased a lot,Increased a lot,Increased a lot,Yes,No,Yes,No,No,High,Moderate,,Low,Low,Low,Moderate,Low,High,Low,Moderate,Low,,,Moderate,Moderate,Low,,Low,Moderate,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Quite a bit,Quite a bit,Quite a bit,2,1,2,1,2,2,2,5.0,1.0,7,7,5,6,2.0,2,3,5,0,1,0,1,1,5,1,1,4,3,0,2,2,2,3,2,4,2,3,2,0,0,3,3,2,0,2,3,42,1,3,3,3,3,3,4,4,3,3,3,32,0
11/16/2020 13:39:46,11,16,2020,13:39:46,23,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,High school,Student,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,1500 - 3000,3000 - 6000,Good,I definitely think so,I definitely don't think so,Increased,Increased a lot,Increased,Yes,No,No,Yes,No,High,Moderate,,Low,Low,Low,Moderate,,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,2,1,1,1,2,2,2,5.0,3.0,6,7,5,5,2.0,2,3,4,0,0,1,2,1,5,2,1,4,3,0,2,2,2,3,0,2,2,3,2,2,2,2,2,2,0,2,2,39,1,0,0,0,0,0,0,0,0,0,0,0,1
11/16/2020 13:40:41,11,16,2020,13:40:41,18,Single,Female,I have no children.,BİLECİK,Urban,Graduate,Primary school,Student,Education,,Plant and machine operators and assemblers,,1500 - 3000,6000 - 12000,Very good,I definitely think so,"No, I don't think",Increased a lot,Same,Decreased,Yes,No,No,No,No,High,Low,,,Low,,Moderate,,Moderate,Low,Moderate,,,,Low,Moderate,,,,High,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,A little,Very slightly or not at all,Very slightly or not at all,Quite a bit,1,1,2,1,2,2,2,5.0,1.0,6,3,9999,8,,2,4,5,0,0,0,4,1,4,1,3,4,2,0,0,2,0,3,0,3,2,3,0,0,0,2,3,0,0,0,4,28,1,0,0,0,0,0,3,1,0,0,3,7,1
11/16/2020 13:40:45,11,16,2020,13:40:45,36,Married,Female,I have no children.,İZMİR,Urban,Two-year degree or equivalent,High school,Full-time employee,Health,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,24000 and above,Kötü,"Yes, I think",I don't know; I'm uncertain,Increased,Increased a lot,Increased,Yes,Yes,Yes,No,No,Low,,Moderate,Low,,High,High,,High,,Low,High,Low,Low,,,High,Low,,,Extremely,Very slightly or not at all,Quite a bit,Quite a bit,Extremely,Extremely,Extremely,Extremely,Quite a bit,Extremely,3,2,2,1,2,2,2,4.0,3.0,8,4,4,9,2.0,2,6,0,1,1,0,2,2,3,2,1,2,0,3,2,0,4,4,0,4,0,2,4,2,2,0,0,4,2,0,0,35,1,4,0,3,3,4,4,4,4,3,4,33,0
11/16/2020 13:40:49,11,16,2020,13:40:49,19,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Graduate,Student,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Partially,6000 - 12000,6000 - 12000,Neither good nor bad,I definitely think so,"No, I don't think",Increased,Increased,Increased,Yes,No,No,Yes,No,Low,High,,Moderate,High,,High,,High,Low,Low,Low,,,Low,Low,,,Low,,Quite a bit,A little,Moderately,Very slightly or not at all,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Extremely,1,1,2,1,2,2,2,5.0,5.0,6,6,5,5,3.0,4,4,3,0,0,1,2,1,4,2,2,2,4,0,3,4,0,4,0,4,2,2,2,0,0,2,2,0,0,2,0,33,1,3,1,2,0,3,3,3,3,2,4,24,0
11/16/2020 13:41:47,11,16,2020,13:41:47,21,Single,Female,I have no children.,BURSA,Urban,Graduate,Middle School,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Partially,3000 - 6000,1500 - 3000,Kötü,I definitely think so,I definitely don't think so,Increased a lot,Increased,Increased,Yes,Yes,Yes,Yes,No,Low,,Low,,,Moderate,Moderate,,Moderate,Low,Low,Low,Low,Low,,,Low,,,,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Moderately,Moderately,Moderately,2,1,2,1,2,2,2,5.0,2.0,6,4,2,7,3.0,3,2,0,1,1,1,2,1,5,1,2,2,0,2,0,0,3,3,0,3,2,2,2,2,2,0,0,2,0,0,0,25,1,3,2,3,3,3,3,4,2,2,2,27,0
11/16/2020 13:41:47,11,16,2020,13:41:47,22,Single,Man,I have no children.,HATAY,Urban,Graduate,Middle School,Student,Service,,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,12000 - 24000,3000 - 6000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased a lot,Same,Increased,Yes,No,No,No,No,Low,,Low,Low,,Moderate,Moderate,,High,,Low,High,Low,Low,,,High,Low,,,Moderately,Quite a bit,Moderately,A little,A little,Quite a bit,Moderately,A little,Quite a bit,A little,2,1,1,1,2,2,2,5.0,2.0,6,6,9999,5,2.0,5,3,3,0,0,0,2,1,5,1,3,2,0,2,2,0,3,3,0,4,0,2,4,2,2,0,0,4,2,0,0,32,1,2,3,2,1,1,3,2,1,3,1,19,0
11/16/2020 13:41:53,11,16,2020,13:41:53,24,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,,On unpaid leave after the Covid-19 crisis,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,"Yes, I think",I definitely don't think so,Increased,Increased a lot,Increased,Yes,Yes,No,Yes,No,Low,High,Low,Low,Moderate,Low,Low,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,,,Low,Moderately,Moderately,Very slightly or not at all,A little,Moderately,A little,A little,A little,A little,A little,2,1,2,1,2,2,2,4.0,,3,6,5,5,3.0,2,3,3,1,0,1,2,2,5,2,1,2,4,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,0,0,2,41,1,2,2,0,1,2,1,1,1,1,1,12,1
11/16/2020 13:42:02,11,16,2020,13:42:02,20,Single,Female,I have no children.,BALIKESİR,Urban,Graduate,High school,Student,Other,,Plant and machine operators and assemblers,No,1500 - 3000,1500 - 3000,Good,I definitely don't think so,I don't know; I'm uncertain,Increased,Increased,Increased a lot,Yes,No,No,Yes,No,Moderate,Moderate,Low,,,Low,Moderate,,Moderate,,,,,,,,Moderate,,,Low,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,1,1,2,1,2,2,2,5.0,3.0,6,7,9999,8,2.0,2,2,4,0,0,1,1,5,3,2,2,3,3,2,0,0,2,3,0,3,0,0,0,0,0,0,0,3,0,0,2,21,1,3,3,3,3,4,3,3,3,3,3,31,0
11/16/2020 13:42:11,11,16,2020,13:42:11,20,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Middle School,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased a lot,Same,Increased a lot,Yes,No,Yes,No,No,Low,,Moderate,,,Moderate,High,,High,,High,High,High,High,,,High,,,Low,A little,Moderately,Very slightly or not at all,Very slightly or not at all,Moderately,A little,Very slightly or not at all,A little,A little,Very slightly or not at all,1,1,2,1,2,2,2,5.0,2.0,6,3,2,3,3.0,2,3,3,0,1,0,1,1,5,1,3,2,0,3,0,0,3,4,0,4,0,4,4,4,4,0,0,4,0,0,2,38,1,1,2,0,0,2,1,0,1,1,0,8,1
11/16/2020 13:42:50,11,16,2020,13:42:50,20,Single,Female,I have no children.,ŞANLIURFA,Urban,Graduate,Two-year degree or equivalent,Student,Service,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",,6000 - 12000,3000 - 6000,Good,"Yes, I think",I definitely think so,Increased,Increased a lot,Increased a lot,Yes,No,Yes,No,No,Moderate,Low,,,Low,Low,Low,,Low,,,,,,Low,Low,,,Low,Low,Moderately,Extremely,A little,Very slightly or not at all,Moderately,Moderately,A little,Moderately,Moderately,Very slightly or not at all,1,1,2,1,2,2,2,5.0,4.0,6,6,3,3,,4,3,4,0,1,0,1,2,1,2,1,3,2,0,0,2,2,2,0,2,0,0,0,0,0,2,2,0,0,2,2,21,1,2,4,1,0,2,2,1,2,2,0,16,1
11/16/2020 13:42:52,11,16,2020,13:42:52,31,Single,Man,I have no children.,İSTANBUL,Urban,High school,,Self-employed,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Partially,1500 - 3000,6000 - 12000,Good,I definitely think so,"No, I don't think",Increased a lot,Increased,Increased,Yes,No,Yes,No,No,Moderate,Low,,,Moderate,Moderate,High,Moderate,Moderate,Low,Moderate,,,,Moderate,Moderate,Low,,Low,Moderate,A little,Moderately,Quite a bit,Extremely,Extremely,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,2,1,1,1,2,2,2,3.0,,9,6,1,1,3.0,2,4,4,0,1,0,2,1,4,1,2,3,2,0,0,3,3,4,3,3,2,3,0,0,0,3,3,2,0,2,3,39,1,1,2,3,4,4,3,3,2,2,4,28,0
11/16/2020 13:42:58,11,16,2020,13:42:58,28,Married,Female,I have no children.,ANKARA,Urban,Graduate,Primary school,Full-time employee,Education,,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,3000 - 6000,3000 - 6000,Good,"Yes, I think","Yes, I think",Increased,Increased,Same,Yes,No,Yes,No,No,Moderate,Low,,,Moderate,,Low,Moderate,,Moderate,Moderate,,,,Moderate,Moderate,,,,,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,2,2,2,1,1,2,2,5.0,1.0,8,3,9999,5,2.0,3,3,4,0,1,0,3,2,2,2,2,3,2,0,0,3,0,2,3,0,3,3,0,0,0,3,3,0,0,0,0,25,1,1,1,0,0,1,1,0,0,1,0,5,1
