timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30,age_n,mar_n,sex_n,chi_n,ucbs,ist,urb_n,edu_n,med_n,wor_n,sec_n,occ_n,foc_n,hom_n,iin_n,hin_n,srh_n,sto_n,chr_n,cov_n,int_n,dan_n,gov_n,hyg_n,cre_n,sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,surA,surAD,sur21_n,sur22_n,sur23_n,sur24_n,sur25_n,sur26_n,sur27_n,sur28_n,sur29_n,sur30_n,surB,surBD
7/21/2020 19:26:49,7,21,2020,19:26:49,23,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,"Postgraduate Education (Master's, Doctorate)",Unemployed after the covid-19 crisis,Service,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,0 - 1500,1500 - 3000,Kötü,"Yes, I think",I definitely don't think so,Increased,Same,Increased a lot,Yes,Yes,Yes,No,No,Moderate,Moderate,Low,Low,,,Low,Low,Low,Moderate,Low,,,,,,Low,,,Low,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,Extremely,Quite a bit,Quite a bit,Extremely,Moderately,2,1,2,1,2,2,2,5.0,6.0,2,6,9,1,2.0,1,2,0,1,1,0,1,2,5,2,3,3,3,2,2,0,0,2,2,2,3,2,0,0,0,0,0,2,0,0,2,25,1,3,4,4,3,4,4,3,3,4,2,34,0
7/21/2020 19:27:05,7,21,2020,19:27:05,28,Single,Female,I have no children.,İZMİR,Urban,"Postgraduate Education (Master's, Doctorate)",High school,Student,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",,1500 - 3000,1500 - 3000,Good,"Yes, I think",I definitely don't think so,Increased,Increased,Increased,Yes,No,Yes,No,No,High,High,,,Low,,,Low,,Moderate,Moderate,,,,Low,Moderate,,,,Low,Moderately,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,A little,A little,2,1,2,1,2,2,2,6.0,3.0,6,6,2,5,,2,2,4,0,1,0,2,2,5,2,2,4,4,0,0,2,0,0,2,0,3,3,0,0,0,2,3,0,0,0,2,25,1,2,2,2,1,2,2,2,2,1,1,17,0
7/21/2020 19:27:12,7,21,2020,19:27:12,31,Single,Female,I have no children.,İZMİR,Urban,Graduate,Graduate,Full-time employee,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,1500 - 3000,3000 - 6000,Good,I don't know; I'm uncertain,I definitely don't think so,Same,Decreased,Same,Yes,Yes,No,No,No,Low,Moderate,Low,,High,,,,,Low,High,Low,,,High,Moderate,Low,,,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Quite a bit,A little,Very slightly or not at all,Very slightly or not at all,A little,2,1,2,1,2,2,2,5.0,5.0,8,6,4,3,2.0,2,3,4,1,0,0,3,3,5,3,4,2,3,2,0,4,0,0,0,0,2,4,2,0,0,4,3,2,0,0,3,31,1,0,0,0,1,1,3,1,0,0,1,7,1
7/21/2020 19:27:26,7,21,2020,19:27:26,22,Single,Female,I have no children.,ANTALYA,Urban,Two-year degree or equivalent,Primary school,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Skilled agricultural, forestry and aquaculture workers",No,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think",I definitely don't think so,Same,Same,Same,Yes,No,Yes,No,No,Low,Moderate,Low,Low,Low,Low,High,,Moderate,Moderate,Low,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,2,1,2,1,2,2,2,4.0,1.0,8,4,2,6,2.0,3,3,3,0,1,0,3,2,5,3,3,2,3,2,2,2,2,4,0,3,3,2,3,3,2,2,3,2,2,2,2,46,1,2,2,2,2,2,2,2,2,2,2,20,0
7/21/2020 19:27:30,7,21,2020,19:27:30,24,Single,Female,I have no children.,ANKARA,Urban,High school,High school,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,1500 - 3000,3000 - 6000,Good,"Yes, I think","Yes, I think",Increased,Same,Same,Yes,No,Yes,No,No,Low,Low,,,Low,,,Low,Low,Low,Moderate,,,,Low,Low,,,Low,Low,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,2,1,2,1,1,2,2,3.0,3.0,8,4,2,7,2.0,2,3,4,0,1,0,3,2,2,2,3,2,2,0,0,2,0,0,2,2,2,3,0,0,0,2,2,0,0,2,2,23,1,0,1,0,0,0,0,0,0,1,1,3,1
7/21/2020 19:27:47,7,21,2020,19:27:47,25,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Unemployed after the covid-19 crisis,Other,,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,1500 - 3000,Good,I definitely think so,I definitely don't think so,Increased a lot,Increased,Increased,Yes,Yes,Yes,No,No,Low,Low,,High,Low,,High,,Moderate,Low,,,High,High,,Low,Low,,,Low,Extremely,Quite a bit,Moderately,Extremely,Very slightly or not at all,Extremely,Moderately,Extremely,Moderately,Moderately,2,1,2,1,2,2,2,4.0,1.0,2,7,9999,9,2.0,2,2,4,1,1,0,2,1,5,1,2,2,2,0,4,2,0,4,0,3,2,0,0,4,4,0,2,2,0,0,2,33,1,4,3,2,4,0,4,2,4,2,2,27,0
7/21/2020 19:27:53,7,21,2020,19:27:53,18,Single,Female,I have no children.,MALATYA,Rural,High school,Primary school,Student,Other,,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,1500 - 3000,1500 - 3000,Neither good nor bad,I don't know; I'm uncertain,"Yes, I think",Increased a lot,Decreased a lot,Increased a lot,Yes,No,No,No,No,Low,Low,,,Low,Low,,Low,Low,Low,Low,,Low,Low,,,Low,,,Low,Moderately,Moderately,A little,A little,Moderately,Moderately,A little,Moderately,Quite a bit,A little,1,1,2,1,2,2,1,3.0,1.0,6,7,9999,3,2.0,2,2,3,0,0,0,1,3,2,1,5,2,2,0,0,2,2,0,2,2,2,2,0,2,2,0,0,2,0,0,2,24,1,2,2,1,1,2,2,1,2,3,1,17,0
7/21/2020 19:28:02,7,21,2020,19:28:02,26,Single,Female,I have no children.,ADANA,Urban,Graduate,Two-year degree or equivalent,Full-time employee,Construction,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,3000 - 6000,3000 - 6000,Neither good nor bad,I don't know; I'm uncertain,I definitely think so,Decreased,Increased a lot,Increased a lot,Yes,No,Yes,No,No,Low,Moderate,High,High,,High,Moderate,Moderate,Moderate,Low,High,High,High,High,Low,Low,Moderate,,,,Moderately,Quite a bit,Quite a bit,Quite a bit,A little,Extremely,Moderately,Moderately,Moderately,Moderately,2,1,2,1,2,2,2,5.0,4.0,8,2,2,1,2.0,3,3,3,0,1,0,1,3,1,4,1,2,3,4,4,0,4,3,3,3,2,4,4,4,4,2,2,3,0,0,0,51,0,2,3,3,3,1,4,2,2,2,2,24,0
7/21/2020 19:28:05,7,21,2020,19:28:05,19,Single,Female,I have no children.,TEKİRDAĞ,Urban,Graduate,Primary school,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",,1500 - 3000,1500 - 3000,Neither good nor bad,"Yes, I think","Yes, I think",Increased,Increased a lot,Increased a lot,Yes,No,Yes,No,No,Moderate,High,,,Low,Low,Low,Low,,High,,Low,,,,Moderate,,,,Low,A little,Very slightly or not at all,Moderately,A little,A little,Very slightly or not at all,Moderately,A little,Moderately,Quite a bit,1,1,2,1,2,2,2,5.0,1.0,6,4,2,9,,2,2,3,0,1,0,1,2,2,2,1,3,4,0,0,2,2,2,2,0,4,0,2,0,0,0,3,0,0,0,2,26,1,1,0,2,1,1,0,2,1,2,3,13,1
7/21/2020 19:28:08,7,21,2020,19:28:08,21,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,Primary school,Self-employed,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Yes,0 - 1500,12000 - 24000,Very good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Same,Increased a lot,Yes,No,No,No,No,Moderate,,Moderate,,,Low,High,Low,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Very slightly or not at all,Moderately,Moderately,Moderately,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,2,1,1,1,2,2,2,5.0,1.0,9,6,5,5,1.0,1,5,5,0,0,0,1,1,3,1,3,3,0,3,0,0,2,4,2,3,0,3,3,3,3,3,3,3,3,3,3,47,1,0,2,2,2,2,0,0,0,2,0,10,1
7/21/2020 19:28:15,7,21,2020,19:28:15,18,Single,Man,I have no children.,ANKARA,Rural,High school,Primary school,Student,Education,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think",I don't know; I'm uncertain,Same,Same,Same,No,No,Yes,No,No,Low,Low,Low,Low,Low,High,Low,,Low,Low,Moderate,Moderate,,,,Low,Low,,,,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Moderately,Moderately,Moderately,A little,Very slightly or not at all,1,1,1,1,1,2,1,3.0,1.0,6,3,7,2,3.0,3,3,3,0,1,0,3,2,3,3,3,2,2,2,2,2,4,2,0,2,2,3,3,0,0,0,2,2,0,0,0,30,1,2,0,0,0,1,2,2,2,1,0,10,1
7/21/2020 19:28:43,7,21,2020,19:28:43,36,Married,Female,I have no children.,AYDIN,Urban,Graduate,Two-year degree or equivalent,Self-employed,Construction,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think","Yes, I think",Same,Decreased,Same,Yes,Yes,Yes,No,No,Low,Low,,,Low,Low,,Low,,Low,Moderate,,,,Low,Low,,,Low,Low,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Quite a bit,Very slightly or not at all,3,2,2,1,2,2,2,5.0,4.0,9,2,2,9,1.0,3,3,3,1,1,0,3,2,2,3,4,2,2,0,0,2,2,0,2,0,2,3,0,0,0,2,2,0,0,2,2,23,1,0,0,1,1,0,0,1,0,3,0,6,1
7/21/2020 19:28:58,7,21,2020,19:28:58,18,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Education,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,1500 - 3000,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Increased a lot,Same,Same,Yes,Yes,No,No,No,Low,Low,,,Low,Moderate,Low,,Low,Low,Low,Low,,,,Low,Low,,Low,Low,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,A little,Moderately,Extremely,1,1,2,1,2,2,2,4.0,4.0,6,3,5,5,2.0,2,3,4,1,0,0,3,2,3,1,3,2,2,0,0,2,3,2,0,2,2,2,2,0,0,0,2,2,0,2,2,27,1,2,2,2,2,1,2,1,1,2,4,19,0
7/21/2020 19:29:03,7,21,2020,19:29:03,22,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Graduate,Student,Health,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,1500 - 3000,3000 - 6000,Kötü,"Yes, I think",I definitely don't think so,Increased a lot,Increased,Increased,Yes,No,Yes,No,No,Low,Low,Moderate,Low,Low,Low,Moderate,,Moderate,,Low,Low,Low,Low,,,Low,,,,A little,A little,Very slightly or not at all,Moderately,Very slightly or not at all,A little,Very slightly or not at all,A little,A little,A little,2,1,2,1,2,2,2,5.0,5.0,6,4,1,2,2.0,2,3,0,0,1,0,2,2,5,1,2,2,2,3,2,2,2,3,0,3,0,2,2,2,2,0,0,2,0,0,0,29,1,1,1,0,2,0,1,0,1,1,1,8,1
7/21/2020 19:29:13,7,21,2020,19:29:13,19,Single,Female,I have no children.,GAZİANTEP,Urban,Graduate,Two-year degree or equivalent,Unpaid family worker (Doing housework etc),Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,3000 - 6000,1500 - 3000,Neither good nor bad,"Yes, I think","No, I don't think",Same,Same,Same,Yes,No,Yes,No,No,Low,Low,Low,Low,,High,High,,Low,,Moderate,High,Low,Low,,,High,,,,Extremely,Moderately,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1,1,2,1,2,2,2,5.0,4.0,4,6,5,7,2.0,3,2,3,0,1,0,3,2,4,3,3,2,2,2,2,0,4,4,0,2,0,3,4,2,2,0,0,4,0,0,0,33,1,4,2,4,4,4,4,4,4,4,4,38,0
7/21/2020 19:29:42,7,21,2020,19:29:42,28,Single,Female,I have no children.,MERSİN,Urban,"Postgraduate Education (Master's, Doctorate)",High school,Full-time employee,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Partially,3000 - 6000,1500 - 3000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased,Increased,Increased,Yes,Yes,No,No,No,High,Low,Low,,Low,Moderate,Moderate,,Moderate,Low,Low,,,,Low,Low,Moderate,,,,Quite a bit,Quite a bit,Moderately,Extremely,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Extremely,2,1,2,1,2,2,2,6.0,3.0,8,6,4,4,3.0,3,2,3,1,0,0,2,1,5,2,2,4,2,2,0,2,3,3,0,3,2,2,0,0,0,2,2,3,0,0,0,30,1,3,3,2,4,3,4,3,3,3,4,32,0
7/21/2020 19:29:54,7,21,2020,19:29:54,18,Single,Female,I have no children.,KONYA,Urban,High school,Primary school,Student,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Skilled agricultural, forestry and aquaculture workers",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,I definitely think so,"No, I don't think",Increased,Increased,Increased a lot,Yes,No,Yes,No,Yes (1 kere),,,Moderate,,Low,Low,Moderate,,Moderate,Low,Moderate,,Low,Low,,Low,,,,Low,Extremely,Moderately,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Quite a bit,Extremely,1,1,2,1,2,2,2,3.0,1.0,6,7,2,6,3.0,2,3,3,0,1,0,1,1,4,2,2,0,0,3,0,2,2,3,0,3,2,3,0,2,2,0,2,0,0,0,2,26,1,4,2,4,4,4,4,4,4,3,4,37,0
